img,left_15,left_30,left_45,left_60,left_75,right_15,right_30,right_45,right_60,right_75,speed,label,steer
./img_data/img_A03_lethu_0.jpg,132,277,197,129,74,132,113,95,127,74,0,2,0
./img_data/img_A03_lethu_10.jpg,132,277,197,129,74,132,113,95,127,74,0,0,0
./img_data/img_A03_lethu_20.jpg,255,277,197,129,74,132,113,95,127,74,0,0,0
./img_data/img_A03_lethu_30.jpg,255,277,197,129,74,132,113,95,127,74,0,0,0
./img_data/img_A03_lethu_40.jpg,133,313,197,129,74,132,315,190,132,74,1,0,0
./img_data/img_A03_lethu_50.jpg,134,114,198,129,74,133,114,190,132,74,2,0,0
./img_data/img_A03_lethu_60.jpg,258,115,198,129,74,134,114,96,132,74,2,0,0
./img_data/img_A03_lethu_70.jpg,259,115,199,129,68,135,115,193,132,74,3,0,0
./img_data/img_A03_lethu_80.jpg,137,117,200,129,68,136,10000,191,150,74,3,0,0
./img_data/img_A03_lethu_90.jpg,265,118,201,129,68,138,118,98,153,74,4,0,0
./img_data/img_A03_lethu_100.jpg,267,291,202,129,74,139,118,194,153,74,5,0,0
./img_data/img_A03_lethu_110.jpg,141,289,99,129,74,140,119,99,151,74,5,0,0
./img_data/img_A03_lethu_120.jpg,274,296,100,129,68,142,318,100,149,74,6,0,0
./img_data/img_A03_lethu_130.jpg,144,122,206,129,68,143,121,192,149,74,6,0,0
./img_data/img_A03_lethu_140.jpg,146,301,210,129,73,145,123,101,151,74,7,0,0
./img_data/img_A03_lethu_150.jpg,280,298,210,129,74,146,123,195,128,74,7,0,0
./img_data/img_A03_lethu_160.jpg,280,123,208,145,68,146,123,195,128,74,8,0,0
./img_data/img_A03_lethu_170.jpg,280,123,208,145,68,146,123,195,128,74,9,0,0
./img_data/img_A03_lethu_180.jpg,280,123,208,129,68,146,123,195,128,74,9,0,0
./img_data/img_A03_lethu_190.jpg,281,123,209,129,68,146,123,195,128,74,10,0,0
./img_data/img_A03_lethu_200.jpg,281,123,209,129,68,146,123,195,128,74,10,0,0
./img_data/img_A03_lethu_210.jpg,284,123,210,129,68,146,123,195,128,74,11,0,0
./img_data/img_A03_lethu_220.jpg,146,123,196,129,68,146,123,192,128,74,11,0,0
./img_data/img_A03_lethu_230.jpg,146,123,213,129,74,146,123,192,128,74,12,0,-896
./img_data/img_A03_lethu_240.jpg,146,188,10000,129,75,146,185,198,128,74,13,0,-1858
./img_data/img_A03_lethu_250.jpg,146,264,10000,129,75,146,184,198,128,74,13,0,-2315
./img_data/img_A03_lethu_260.jpg,146,187,10000,129,75,146,184,198,128,74,14,0,-2672
./img_data/img_A03_lethu_270.jpg,146,278,10000,129,75,146,187,197,128,74,14,0,-3241
./img_data/img_A03_lethu_280.jpg,146,123,10000,129,75,146,123,197,128,74,15,0,-3463
./img_data/img_A03_lethu_290.jpg,146,123,10000,129,75,146,123,197,128,74,15,0,-3625
./img_data/img_A03_lethu_300.jpg,146,123,10000,129,75,146,123,197,128,74,16,0,-3765
./img_data/img_A03_lethu_310.jpg,146,123,245,129,75,146,123,197,128,74,17,0,-3765
./img_data/img_A03_lethu_320.jpg,146,182,246,129,75,146,184,197,128,74,17,0,-3765
./img_data/img_A03_lethu_330.jpg,145,189,246,129,64,146,191,197,128,76,18,0,-3559
./img_data/img_A03_lethu_340.jpg,299,301,246,129,64,10000,290,198,128,75,18,0,-3559
./img_data/img_A03_lethu_350.jpg,304,301,247,129,64,10000,292,197,128,75,19,0,-3559
./img_data/img_A03_lethu_360.jpg,10000,301,247,129,64,147,292,197,150,75,19,0,-3559
./img_data/img_A03_lethu_370.jpg,10000,301,259,129,75,147,292,196,150,75,20,0,-3360
./img_data/img_A03_lethu_380.jpg,145,301,260,129,64,146,292,197,149,76,21,0,-3360
./img_data/img_A03_lethu_390.jpg,145,301,246,145,64,146,292,193,94,76,21,0,-3360
./img_data/img_A03_lethu_400.jpg,240,301,246,129,64,242,301,203,150,77,22,0,-3360
./img_data/img_A03_lethu_410.jpg,239,299,220,129,64,240,316,195,94,77,22,0,-3360
./img_data/img_A03_lethu_420.jpg,245,316,220,93,64,10000,312,161,132,77,23,0,-3360
./img_data/img_A03_lethu_430.jpg,245,290,220,129,64,245,318,194,132,77,23,0,-3360
./img_data/img_A03_lethu_440.jpg,241,310,245,129,64,247,318,194,132,77,24,0,-3360
./img_data/img_A03_lethu_450.jpg,236,310,245,128,75,238,294,191,132,62,25,0,-3360
./img_data/img_A03_lethu_460.jpg,246,10000,247,128,64,253,294,158,132,62,25,0,-3360
./img_data/img_A03_lethu_470.jpg,311,10000,244,128,64,10000,270,191,127,62,26,0,-3360
./img_data/img_A03_lethu_480.jpg,10000,316,244,128,75,10000,318,195,127,62,26,0,-3360
./img_data/img_A03_lethu_490.jpg,10000,310,245,128,75,10000,10000,192,127,62,27,0,-3360
./img_data/img_A03_lethu_500.jpg,10000,10000,245,128,75,10000,312,202,127,62,27,0,-3360
./img_data/img_A03_lethu_510.jpg,10000,308,244,128,75,10000,308,194,127,62,28,0,-3499
./img_data/img_A03_lethu_520.jpg,10000,314,192,128,75,10000,10000,190,127,62,28,0,-3499
./img_data/img_A03_lethu_530.jpg,10000,10000,192,128,75,10000,291,190,127,10000,29,0,-3499
./img_data/img_A03_lethu_540.jpg,10000,10000,192,128,75,10000,289,189,127,62,30,0,-3499
./img_data/img_A03_lethu_550.jpg,10000,315,191,128,75,10000,257,189,127,62,30,0,-3499
./img_data/img_A03_lethu_560.jpg,10000,315,191,128,75,10000,256,189,127,62,31,0,-3499
