img,left_15,left_30,left_45,left_60,left_75,right_15,right_30,right_45,right_60,right_75,speed,label,steer
./img_data/img_A03_sinto_0.jpg,134,115,223,129,77,130,112,190,127,63,0,2,0
./img_data/img_A03_sinto_10.jpg,134,115,223,129,77,130,112,190,127,63,0,0,-11365
./img_data/img_A03_sinto_20.jpg,256,115,198,129,77,131,112,190,127,63,0,0,-11365
./img_data/img_A03_sinto_30.jpg,135,279,198,129,77,131,112,94,127,63,1,0,-11365
./img_data/img_A03_sinto_40.jpg,135,279,198,129,77,131,112,94,127,63,1,0,-11365
./img_data/img_A03_sinto_50.jpg,258,280,205,129,77,132,112,190,127,63,2,0,-11674
./img_data/img_A03_sinto_60.jpg,260,117,195,129,68,133,114,95,127,63,2,0,-11674
./img_data/img_A03_sinto_70.jpg,262,117,195,129,68,134,114,190,127,63,3,0,-11674
./img_data/img_A03_sinto_80.jpg,139,118,195,129,68,135,115,96,153,63,3,0,-11674
./img_data/img_A03_sinto_90.jpg,139,118,201,129,68,135,286,96,153,63,4,0,-11674
./img_data/img_A03_sinto_100.jpg,141,120,203,129,77,138,290,191,150,63,4,0,-11674
./img_data/img_A03_sinto_110.jpg,270,290,100,129,77,139,118,98,150,63,5,0,-11674
./img_data/img_A03_sinto_120.jpg,274,122,205,129,68,141,119,99,150,80,6,0,-11674
./img_data/img_A03_sinto_130.jpg,145,295,206,129,77,143,120,100,150,91,6,0,-11674
./img_data/img_A03_sinto_140.jpg,280,301,102,129,77,144,121,195,150,91,7,0,-11674
./img_data/img_A03_sinto_150.jpg,147,318,102,129,77,145,122,101,150,74,7,0,-11674
./img_data/img_A03_sinto_160.jpg,280,303,208,130,68,145,123,101,128,73,8,0,-11674
./img_data/img_A03_sinto_170.jpg,280,303,208,130,68,145,295,195,128,73,8,0,-11674
./img_data/img_A03_sinto_180.jpg,280,123,208,130,68,146,123,195,128,73,9,0,-11674
./img_data/img_A03_sinto_190.jpg,280,292,216,129,68,146,123,195,128,73,10,0,-11674
./img_data/img_A03_sinto_200.jpg,146,123,209,129,68,146,123,195,128,73,10,0,-11674
./img_data/img_A03_sinto_210.jpg,146,123,196,129,68,147,123,195,128,73,11,0,-11674
