img,left_15,left_30,left_45,left_60,left_75,right_15,right_30,right_45,right_60,right_75,speed,label,steer
./img_data/img_A03_domin_0.jpg,254,277,202,128,78,133,114,190,129,76,0,2,0
./img_data/img_A03_domin_10.jpg,254,277,202,128,78,133,114,190,129,76,0,0,0
./img_data/img_A03_domin_20.jpg,254,113,197,128,78,133,114,190,132,76,0,0,0
./img_data/img_A03_domin_30.jpg,132,113,197,128,78,133,114,190,132,76,1,0,0
./img_data/img_A03_domin_40.jpg,255,113,197,129,78,134,115,96,132,76,1,0,0
./img_data/img_A03_domin_50.jpg,256,114,198,129,78,135,115,193,132,76,2,0,0
./img_data/img_A03_domin_60.jpg,258,114,198,129,68,136,282,193,144,76,2,0,0
./img_data/img_A03_domin_70.jpg,259,115,199,129,68,136,116,196,144,76,3,0,0
./img_data/img_A03_domin_80.jpg,136,116,200,129,68,137,286,98,144,76,3,0,0
./img_data/img_A03_domin_90.jpg,264,117,97,129,68,139,118,194,151,76,4,0,0
./img_data/img_A03_domin_100.jpg,139,118,98,129,68,140,119,99,150,76,5,0,0
./img_data/img_A03_domin_110.jpg,140,292,203,129,96,141,120,194,132,76,5,0,0
./img_data/img_A03_domin_120.jpg,142,120,204,129,68,143,121,192,132,76,6,0,0
./img_data/img_A03_domin_130.jpg,143,121,100,129,91,144,122,101,132,76,6,0,0
./img_data/img_A03_domin_140.jpg,145,122,202,129,73,146,123,102,128,76,7,0,0
./img_data/img_A03_domin_150.jpg,279,301,101,129,91,147,124,102,128,76,7,0,0
./img_data/img_A03_domin_160.jpg,146,298,101,129,91,147,124,195,128,75,8,0,0
./img_data/img_A03_domin_170.jpg,146,298,101,129,91,147,10000,195,128,75,9,0,0
./img_data/img_A03_domin_180.jpg,146,123,208,129,74,147,304,195,128,75,9,0,0
./img_data/img_A03_domin_190.jpg,146,302,208,129,74,147,124,195,150,75,10,0,0
./img_data/img_A03_domin_200.jpg,281,301,213,129,74,147,124,195,150,75,10,0,0
./img_data/img_A03_domin_210.jpg,283,122,209,129,74,147,124,195,128,75,11,0,0
./img_data/img_A03_domin_220.jpg,145,261,211,129,74,147,124,195,128,75,11,0,0
./img_data/img_A03_domin_230.jpg,145,122,210,129,74,147,124,195,128,75,12,0,0
./img_data/img_A03_domin_240.jpg,145,184,214,129,74,147,185,198,128,75,13,0,0
./img_data/img_A03_domin_250.jpg,145,184,10000,129,74,147,185,198,128,75,13,0,0
./img_data/img_A03_domin_260.jpg,145,184,10000,129,74,147,185,198,128,75,14,0,0
./img_data/img_A03_domin_270.jpg,145,276,10000,129,74,147,187,198,128,75,14,0,0
./img_data/img_A03_domin_280.jpg,281,284,10000,129,74,147,124,198,128,75,15,0,0
./img_data/img_A03_domin_290.jpg,145,187,10000,129,74,147,124,198,128,75,15,0,0
./img_data/img_A03_domin_300.jpg,145,122,10000,129,74,147,124,198,128,76,16,0,0
./img_data/img_A03_domin_310.jpg,145,122,244,129,74,147,124,198,128,76,17,0,0
./img_data/img_A03_domin_320.jpg,145,180,245,129,74,147,185,197,128,76,17,0,0
./img_data/img_A03_domin_330.jpg,144,188,246,129,74,146,191,197,128,76,18,0,0
./img_data/img_A03_domin_340.jpg,299,301,246,129,74,10000,293,198,128,76,18,0,0
./img_data/img_A03_domin_350.jpg,305,301,247,129,74,10000,293,198,128,76,19,0,0
./img_data/img_A03_domin_360.jpg,10000,301,247,129,74,147,292,194,128,77,19,0,0
./img_data/img_A03_domin_370.jpg,145,301,248,129,74,147,292,194,128,77,20,0,0
./img_data/img_A03_domin_380.jpg,145,301,260,129,74,146,292,197,132,77,21,0,0
./img_data/img_A03_domin_390.jpg,145,301,246,129,74,146,292,193,94,77,21,0,0
./img_data/img_A03_domin_400.jpg,145,301,246,129,74,242,297,203,132,77,22,0,0
./img_data/img_A03_domin_410.jpg,239,299,220,129,75,240,315,162,132,77,22,0,0
./img_data/img_A03_domin_420.jpg,245,298,220,93,75,10000,312,192,150,77,23,0,0
./img_data/img_A03_domin_430.jpg,240,311,245,129,75,244,311,192,132,78,23,0,0
./img_data/img_A03_domin_440.jpg,10000,317,246,128,75,10000,294,194,132,78,24,0,-4792
./img_data/img_A03_domin_450.jpg,234,314,247,128,75,237,295,159,132,78,25,0,-7961
./img_data/img_A03_domin_460.jpg,247,10000,244,128,64,250,296,191,127,62,25,0,-5320
./img_data/img_A03_domin_470.jpg,250,315,247,128,64,252,272,158,127,62,26,0,-7433
